지역,노선명,역명,위도,경도,총_승하차객수,브랜드_밀도,프리미엄_비율,가성비_비율,브랜드_다양성,클러스터
경기,신분당선,미금,37.35058332,127.1088028,25382,14.0,0.36,0.64,10.0,3
경기,신분당선,동천,37.338068413,127.1028937,17571,11.0,0.27,0.73,6.0,0
경기,신분당선,광교중앙,37.2884537,127.051609,22240,20.0,0.35,0.65,9.0,3
서울,신분당선,양재,37.48445352,127.0340995,17877,25.0,0.36,0.64,10.0,0
경기,에버라인,둔전,37.26721222,127.2136387,3703,5.0,0.2,0.8,4.0,2
경기,에버라인,강남대,37.27017073,127.1260669,2897,7.0,0.43,0.57,6.0,0
경기,에버라인,고진,37.24463834,127.2141836,2027,3.0,0.0,1.0,2.0,2
경기,에버라인,기흥,37.27545288,127.1170465,4276,8.0,0.25,0.75,7.0,0
경기,에버라인,김량장,37.23732377,127.1986109,3502,3.0,0.33,0.67,3.0,2
경기,에버라인,동백,37.26910138,127.1526906,6043,6.0,0.0,1.0,5.0,2
경기,에버라인,보평,37.25896427,127.2184808,2314,1.0,0.0,1.0,1.0,2
경기,에버라인,지석,37.26973732,127.1363256,2330,1.0,0.0,1.0,1.0,2
경기,에버라인,삼가,37.24205993,127.16818,2125,3.0,0.67,0.33,3.0,0
경기,에버라인,어정,37.27495132,127.1437499,2923,2.0,0.5,0.5,2.0,0
경기,에버라인,용인중앙시장,37.2379113,127.2090526,5623,9.0,0.33,0.67,8.0,0
경기,에버라인,전대·에버랜드,37.28541327,127.219509,2272,3.0,0.0,1.0,3.0,2
경기,에버라인,초당,37.26080647,127.1594692,2014,1.0,0.0,1.0,1.0,2
경기,에버라인,시청·용인대,37.23944203,127.1788851,3355,1.0,0.0,1.0,1.0,2
경기,에버라인,명지대,37.23807629,127.1902913,3861,3.0,0.0,1.0,3.0,2
서울,우이신설선,삼양,37.62706,127.01817,4824,5.0,0.0,1.0,4.0,3
서울,우이신설선,북한산우이,37.66284,127.01272,5002,2.0,0.5,0.5,2.0,2
서울,우이신설선,4.19민주묘지,37.64954,127.01371,5521,8.0,0.38,0.62,7.0,0
서울,우이신설선,가오리,37.64162,127.01681,8138,3.0,0.0,1.0,3.0,3
서울,우이신설선,보문,37.58551,127.01939,3491,9.0,0.11,0.89,6.0,3
서울,우이신설선,북한산보국문,37.61233,127.00816,11256,4.0,0.0,1.0,3.0,3
서울,우이신설선,삼양사거리,37.62144,127.02049,5100,9.0,0.22,0.78,6.0,3
서울,우이신설선,솔밭공원,37.65607,127.01326,4794,4.0,0.25,0.75,3.0,3
서울,우이신설선,솔샘,37.62037,127.01357,10705,2.0,0.0,1.0,2.0,3
서울,우이신설선,신설동,37.57659,127.023221,4534,14.0,0.21,0.79,8.0,3
서울,우이신설선,정릉,37.60278,127.01345,8559,7.0,0.14,0.86,5.0,3
서울,우이신설선,화계,37.63428,127.0175,6811,6.0,0.33,0.67,4.0,3
서울,우이신설선,성신여대입구,37.59247,127.01656,7819,24.0,0.25,0.75,10.0,0
경기,의정부,의정부중앙,37.74371903,127.0496332,7018,13.0,0.15,0.85,8.0,0
경기,의정부,흥선,37.74322487,127.0371765,4295,4.0,0.0,1.0,3.0,2
경기,의정부,어룡,37.74272184,127.0852045,4477,6.0,0.17,0.83,5.0,2
경기,의정부,효자,37.75398452,127.0773155,1762,4.0,0.0,1.0,3.0,2
경기,의정부,발곡,37.726983,127.052889,5894,9.0,0.22,0.78,7.0,0
경기,의정부,회룡,37.72505255,127.0467864,19163,17.0,0.24,0.76,10.0,3
경기,의정부,의정부시청,37.73924874,127.034854,3323,4.0,0.0,1.0,4.0,2
경기,의정부,새말,37.74889941,127.063869,3021,5.0,0.0,1.0,3.0,2
경기,의정부,경기도청북부청사,37.75073213,127.0714795,5742,11.0,0.18,0.82,8.0,0
경기,의정부,경전철의정부,37.73729974,127.043321,5473,17.0,0.47,0.53,11.0,0
경기,의정부,곤제,37.75054343,127.0838651,2430,4.0,0.0,1.0,4.0,2
경기,의정부,동오,37.74519123,127.05703,4525,7.0,0.0,1.0,4.0,2
경기,의정부,탑석,37.73355362,127.0889064,2887,7.0,0.0,1.0,4.0,2
경기,의정부,송산,37.7371698,127.0872755,4031,7.0,0.14,0.86,6.0,2
경기,의정부,범골,37.7287279,127.0437202,5080,6.0,0.0,1.0,4.0,2
인천,인천국제공항선,계양,37.57160721,126.736023,16743,0.0,0.0,0.0,0.0,2
서울,인천국제공항선,홍대입구,37.55774103,126.9264939,31080,31.0,0.52,0.48,11.0,1
인천,인천국제공항선,인천공항1터미널,37.44760672,126.4523433,27320,2.0,1.0,0.0,1.0,3
인천,인천국제공항선,인천공항2터미널,37.46866,126.433415,18520,13.0,0.85,0.15,6.0,3
인천,인천국제공항선,청라국제도시,37.556509,126.624725,13840,0.0,0.0,0.0,0.0,2
인천,인천국제공항선,영종,37.51209814,126.5242471,8487,0.0,0.0,0.0,0.0,2
인천,인천국제공항선,운서,37.49284463,126.4936619,19570,11.0,0.27,0.73,8.0,1
인천,인천국제공항선,공항화물청사,37.45902611,126.4774333,3958,0.0,0.0,0.0,0.0,2
서울,인천국제공항선,공덕,37.54284055,126.9513301,7003,26.0,0.42,0.58,10.0,0
서울,인천국제공항선,김포공항,37.56211652,126.8015442,14855,2.0,0.5,0.5,2.0,2
서울,인천국제공항선,디지털미디어시티,37.577355,126.898025,25815,12.0,0.25,0.75,8.0,0
서울,인천국제공항선,서울역,37.55301784,126.9697643,24957,20.0,0.35,0.65,10.0,0
인천,인천국제공항선,검암,37.56915547,126.6735357,11092,8.0,0.38,0.62,7.0,0
서울,인천국제공항선,마곡나루,37.56581914,126.8276358,26346,20.0,0.45,0.55,11.0,0
인천,인천지하철 1호선,동수,37.485409,126.718464,8916,3.0,0.0,1.0,2.0,0
인천,인천지하철 1호선,인천대입구,37.386239,126.639351,13019,15.0,0.47,0.53,10.0,1
인천,인천지하철 1호선,신검단중앙,37.6026,126.698611,9510,5.0,0.2,0.8,5.0,0
인천,인천지하철 1호선,신연수,37.418032,126.693853,8656,2.0,0.0,1.0,2.0,0
인천,인천지하철 1호선,아라,37.592222,126.713333,18545,23.0,0.26,0.74,11.0,1
인천,인천지하철 1호선,원인재,37.412364,126.687893,4685,0.0,0.0,0.0,0.0,2
인천,인천지하철 1호선,인천터미널,37.441917,126.699727,24291,15.0,0.53,0.47,9.0,1
인천,인천지하철 1호선,작전,37.530271,126.722548,25820,14.0,0.29,0.71,10.0,1
인천,인천지하철 1호선,임학,37.545058,126.738642,13995,8.0,0.12,0.88,6.0,0
인천,인천지하철 1호선,지식정보단지,37.378021,126.645412,8044,4.0,0.0,1.0,4.0,0
인천,인천지하철 1호선,캠퍼스타운,37.388209,126.661985,9382,6.0,0.5,0.5,6.0,0
인천,인천지하철 1호선,테크노파크,37.382311,126.656355,20179,14.0,0.5,0.5,8.0,1
인천,인천지하철 1호선,인천시청,37.457615,126.702216,9183,7.0,0.29,0.71,5.0,0
인천,인천지하철 1호선,선학,37.426985,126.698872,10363,5.0,0.0,1.0,4.0,0
인천,인천지하철 1호선,송도달빛축제공원,37.40687495,126.6260537,7996,6.0,0.0,1.0,4.0,0
인천,인천지하철 1호선,예술회관,37.449334,126.700991,21396,28.0,0.29,0.71,9.0,1
인천,인천지하철 1호선,센트럴파크,37.392833,126.635002,6553,13.0,0.31,0.69,8.0,1
인천,인천지하철 1호선,동막,37.398173,126.673561,8251,1.0,0.0,1.0,1.0,0
인천,인천지하철 1호선,부평삼거리,37.478267,126.710494,4154,1.0,1.0,0.0,1.0,3
인천,인천지하철 1호선,간석오거리,37.466921,126.707861,18892,5.0,0.2,0.8,3.0,0
인천,인천지하철 1호선,경인교대입구,37.538272,126.722603,9420,6.0,0.33,0.67,6.0,0
인천,인천지하철 1호선,계산,37.543243,126.728436,17565,11.0,0.18,0.82,6.0,1
인천,인천지하철 1호선,계양,37.571539,126.736319,4348,0.0,0.0,0.0,0.0,2
인천,인천지하철 1호선,국제업무지구,37.400464,126.630094,5319,10.0,0.1,0.9,7.0,0
인천,인천지하철 1호선,갈산,37.517124,126.721566,15163,14.0,0.21,0.79,10.0,1
인천,인천지하철 1호선,검단호수공원,37.6025,126.688056,1240,0.0,0.0,0.0,0.0,2
인천,인천지하철 1호선,부평구청,37.508768,126.720547,15096,9.0,0.11,0.89,5.0,0
인천,인천지하철 1호선,문학경기장,37.434964,126.698373,2901,0.0,0.0,0.0,0.0,2
인천,인천지하철 1호선,박촌,37.553525,126.744946,6481,3.0,0.0,1.0,3.0,0
인천,인천지하철 1호선,부평,37.490541,126.723437,13856,34.0,0.29,0.71,13.0,1
인천,인천지하철 1호선,귤현,37.566362,126.742498,1883,1.0,1.0,0.0,1.0,3
인천,인천지하철 1호선,동춘,37.404676,126.680835,17478,13.0,0.54,0.46,8.0,1
인천,인천지하철 1호선,부평시장,37.498495,126.722282,23687,19.0,0.16,0.84,9.0,1
인천,인천지하철 2호선,석남,37.507211,126.676304,4768,6.0,0.33,0.67,6.0,0
인천,인천지하철 2호선,인천시청,37.456904,126.701523,5866,9.0,0.22,0.78,5.0,0
인천,인천지하철 2호선,인천대공원,37.448475,126.753051,3803,1.0,0.0,1.0,1.0,0
인천,인천지하철 2호선,인천가좌,37.489962,126.675284,6966,3.0,0.0,1.0,3.0,0
인천,인천지하철 2호선,시민공원,37.458339,126.6810091,18423,17.0,0.18,0.82,9.0,1
인천,인천지하철 2호선,아시아드경기장,37.551373,126.677075,7214,4.0,0.0,1.0,2.0,0
인천,인천지하철 2호선,석천사거리,37.4569323,126.710383,8222,18.0,0.22,0.78,11.0,1
인천,인천지하철 2호선,석바위시장,37.457659,126.692387,9438,7.0,0.14,0.86,5.0,0
인천,인천지하철 2호선,서구청,37.543839,126.676795,14439,11.0,0.27,0.73,7.0,1
인천,인천지하철 2호선,완정,37.592867,126.672961,11676,13.0,0.15,0.85,7.0,0
인천,인천지하철 2호선,운연,37.439533,126.759609,1965,0.0,0.0,0.0,0.0,2
인천,인천지하철 2호선,서부여성회관,37.500298,126.675875,7028,4.0,0.0,1.0,3.0,0
인천,인천지하철 2호선,검단사거리,37.601693,126.656545,13812,12.0,0.33,0.67,9.0,1
인천,인천지하철 2호선,모래내시장,37.455842,126.719578,14741,16.0,0.19,0.81,10.0,1
인천,인천지하철 2호선,검단오류,37.5950162,126.62801,4540,0.0,0.0,0.0,0.0,2
인천,인천지하철 2호선,만수,37.454962,126.731764,8410,6.0,0.0,1.0,5.0,0
인천,인천지하철 2호선,주안,37.465234,126.679041,13392,17.0,0.41,0.59,13.0,1
인천,인천지하철 2호선,가재울,37.484152,126.683883,6737,2.0,0.0,1.0,2.0,0
인천,인천지하철 2호선,가정,37.524805,126.675387,19639,15.0,0.0,1.0,6.0,1
인천,인천지하철 2호선,가정중앙시장,37.517511,126.676784,10905,8.0,0.38,0.62,7.0,0
인천,인천지하철 2호선,검암,37.568611,126.675682,7339,8.0,0.38,0.62,7.0,0
인천,인천지하철 2호선,남동구청,37.448179,126.736581,7135,3.0,0.0,1.0,3.0,0
인천,인천지하철 2호선,독정,37.584927,126.675981,8211,4.0,0.5,0.5,4.0,0
인천,인천지하철 2호선,마전,37.597756,126.667195,6877,8.0,0.12,0.88,5.0,0
인천,인천지하철 2호선,검바위,37.561091,126.677529,4883,6.0,0.17,0.83,4.0,0
인천,인천지하철 2호선,왕길,37.5950191,126.642284,4046,1.0,0.0,1.0,1.0,0
인천,인천지하철 2호선,주안국가산단,37.473599,126.681102,4307,0.0,0.0,0.0,0.0,2
