역번호,지역,노선명,철도운영기관,역명,주소,위도,경도,1월 승차이용객수,1월 하차이용객수
D010,서울,신분당선,경기도 신분당선,청계산입구,서울특별시 서초구 청계산로 지하 179,37.44871485,127.0543396,4191,4132
D011,경기,신분당선,경기도 신분당선,판교,경기도 성남시 분당구 판교역로 지하 160,37.39501475,127.1112107,30833,30920
D012,경기,신분당선,경기도 신분당선,정자,경기도 성남시 분당구 성남대로 지하 333,37.36750101,127.1084859,7934,6969
D013,경기,신분당선,경기도 신분당선,미금,경기도 성남시 성남대로 지하 163 (금곡동),37.35058332,127.1088028,13151,12231
D014,경기,신분당선,경기도 신분당선,동천,경기도 용인시 수지구 신수로 지하760,37.338068413,127.1028937,9143,8428
D015,경기,신분당선,경기도 신분당선,수지구청,경기도 용인시 수지구 풍덕천로 지하120,37.32250096,127.09477813,13737,13751
D016,경기,신분당선,경기도 신분당선,성복,경기도 용인시 수지구 수지로 지하134,37.31374251,127.08057578,15559,14957
D017,경기,신분당선,경기도 신분당선,상현,경기도 용인시 수지구 광교중앙로 지하312,37.29808526,127.0694799,8719,8259
D018,경기,신분당선,경기도 신분당선,광교중앙,경기도 수원시 영통구 도청로 지하45,37.2884537,127.051609,11232,11008
D019,경기,신분당선,경기도 신분당선,광교,경기도 수원시 영통구 대학로 55 신분당선 광교역,37.30173474,127.0448561,2949,2701
Y110,경기,용인경전철,경기도 용인경전철,기흥,경기도 용인시 기흥구 중부대로 460,37.27545288,127.1170465,2340,1936
Y111,경기,용인경전철,경기도 용인경전철,강남대,경기도 용인시 기흥구 중부대로 578,37.27017073,127.1260669,1404,1493
Y112,경기,용인경전철,경기도 용인경전철,지석,경기도 용인시 기흥구 어정로 28,37.26973732,127.1363256,1165,1165
Y113,경기,용인경전철,경기도 용인경전철,어정,경기도 용인시 기흥구 어정로 128,37.27495132,127.1437499,1413,1510
Y114,경기,용인경전철,경기도 용인경전철,동백,경기도 용인시 기흥구 동백죽전대로 314,37.26910138,127.1526906,3040,3003
Y115,경기,용인경전철,경기도 용인경전철,초당,경기도 용인시 기흥구 동백죽전대로 204,37.26080647,127.1594692,1029,985
Y116,경기,용인경전철,경기도 용인경전철,삼가,경기도 용인시 처인구 중부대로 1098,37.24205993,127.16818,1039,1086
Y117,경기,용인경전철,경기도 용인경전철,시청·용인대,경기도 용인시 처인구 중부대로 1199-1,37.23944203,127.1788851,1644,1711
Y118,경기,용인경전철,경기도 용인경전철,명지대,경기도 용인시 처인구 금학로 241,37.23807629,127.1902913,1874,1987
Y119,경기,용인경전철,경기도 용인경전철,김량장,경기도 용인시 처인구 금학로 315,37.23732377,127.1986109,1710,1792
Y120,경기,용인경전철,경기도 용인경전철,용인중앙시장,경기도 용인시 처인구 금학로 409,37.2379113,127.2090526,2759,2864
Y121,경기,용인경전철,경기도 용인경전철,고진,경기도 용인시 처인구 경안천로 141,37.24463834,127.2141836,1047,980
Y122,경기,용인경전철,경기도 용인경전철,보평,경기도 용인시 처인구 경안천로 313,37.25896427,127.2184808,1205,1109
Y123,경기,용인경전철,경기도 용인경전철,둔전,경기도 용인시 처인구 포곡읍 포곡로 70,37.26721222,127.2136387,1865,1838
Y124,경기,용인경전철,경기도 용인경전철,전대·에버랜드,경기도 용인시 처인구 포곡읍 에버랜드로 143,37.28541327,127.219509,1184,1088
S110,서울,우이신설선,우이신설경전철운영㈜,북한산우이,서울특별시 강북구 삼양로 지하 676,37.66284,127.01272,2600,2402
S111,서울,우이신설선,우이신설경전철운영㈜,솔밭공원,서울특별시 강북구 삼양로 595,37.65607,127.01326,2457,2337
S112,서울,우이신설선,우이신설경전철운영㈜,4.19민주묘지,서울특별시 강북구 삼양로 519,37.64954,127.01371,2862,2659
S113,서울,우이신설선,우이신설경전철운영㈜,가오리,서울특별시 강북구 삼양로 426,37.64162,127.01681,4073,4065
S114,서울,우이신설선,우이신설경전철운영㈜,화계,서울특별시 강북구 삼양로 341,37.63428,127.0175,3500,3311
S115,서울,우이신설선,우이신설경전철운영㈜,삼양,서울특별시 강북구 삼양로 지하 259,37.62706,127.01817,2368,2456
S116,서울,우이신설선,우이신설경전철운영㈜,삼양사거리,서울특별시 강북구 삼양로 197,37.62144,127.02049,2568,2532
S117,서울,우이신설선,우이신설경전철운영㈜,솔샘,서울특별시 강북구 솔샘로 지하 189,37.62037,127.01357,5499,5206
S118,서울,우이신설선,우이신설경전철운영㈜,북한산보국문,서울특별시 성북구 보국문로 지하 88,37.61233,127.00816,5775,5481
S119,서울,우이신설선,우이신설경전철운영㈜,정릉,서울특별시 성북구 아리랑로 지하 122,37.60278,127.01345,4469,4090
S120,서울,우이신설선,우이신설경전철운영㈜,성신여대입구,서울특별시 성북구 동선동1가 116-1,37.59247,127.01656,3742,4077
S121,서울,우이신설선,우이신설경전철운영㈜,보문,서울특별시 성북구 보문동1가 127-6,37.58551,127.01939,1747,1744
S122,서울,우이신설선,우이신설경전철운영㈜,신설동,서울특별시 동대문구 신설동 132-259,37.57659,127.023221,2339,2195
U110,경기,의정부경전철,의정부경량전철㈜,발곡,경기도 의정부시 장곡로 258,37.726983,127.052889,2891,3003
U111,경기,의정부경전철,의정부경량전철㈜,회룡,경기도 의정부시 평화로 363,37.72505255,127.0467864,9700,9463
U112,경기,의정부경전철,의정부경량전철㈜,범골,경기도 의정부시 신흥로 141,37.7287279,127.0437202,2609,2471
U113,경기,의정부경전철,의정부경량전철㈜,경전철의정부,경기도 의정부시 신흥로 237,37.73729974,127.043321,2553,2920
U114,경기,의정부경전철,의정부경량전철㈜,의정부시청,경기도 의정부시 의정로 69,37.73924874,127.034854,1611,1712
U115,경기,의정부경전철,의정부경량전철㈜,흥선,경기도 의정부시 호국로 1197,37.74322487,127.0371765,2152,2143
U117,경기,의정부경전철,의정부경량전철㈜,의정부중앙,경기도 의정부시 호국로 1305,37.74371903,127.0496332,3450,3568
U118,경기,의정부경전철,의정부경량전철㈜,동오,경기도 의정부시 장곡로 471,37.74519123,127.05703,2267,2258
U119,경기,의정부경전철,의정부경량전철㈜,새말,경기도 의정부시 장곡로 551,37.74889941,127.063869,1571,1450
U120,경기,의정부경전철,의정부경량전철㈜,경기도청북부청사,경기도 의정부시 장곡로 615,37.75073213,127.0714795,2810,2932
U121,경기,의정부경전철,의정부경량전철㈜,효자,경기도 의정부시 부용로 159-40,37.75398452,127.0773155,885,877
U122,경기,의정부경전철,의정부경량전철㈜,곤제,경기도 의정부시 천보로 173,37.75054343,127.0838651,1248,1182
U123,경기,의정부경전철,의정부경량전철㈜,어룡,경기도 의정부시 충의로 125,37.74272184,127.0852045,2269,2208
U124,경기,의정부경전철,의정부경량전철㈜,송산,경기도 의정부시 충의로 59,37.7371698,127.0872755,2015,2016
U125,경기,의정부경전철,의정부경량전철㈜,탑석,경기도 의정부시 충의로 20,37.73355362,127.0889064,1567,1320
3107,인천,인천1호선,인천교통공사,검단호수공원,인천광역시 서구 불로동 608-16,37.6025,126.688056,639,601
3108,인천,인천1호선,인천교통공사,신검단중앙,인천광역시 서구 원당로652,37.6026,126.698611,4865,4645
3109,인천,인천1호선,인천교통공사,아라,인천광역시 서구 당하동 1238,37.592222,126.713333,9460,9085
3110,인천,인천1호선,인천교통공사,계양,인천광역시 계양구 다남로 24,37.571539,126.736319,1937,2411
3111,인천,인천1호선,인천교통공사,귤현,인천광역시 계양구 장제로 1136,37.566362,126.742498,928,955
3112,인천,인천1호선,인천교통공사,박촌,인천광역시 계양구 장제로 992,37.553525,126.744946,3394,3087
3113,인천,인천1호선,인천교통공사,임학,인천광역시 계양구 장제로 875,37.545058,126.738642,7049,6946
3114,인천,인천1호선,인천교통공사,계산,인천광역시 계양구 경명대로 1089,37.543243,126.728436,8832,8733
3115,인천,인천1호선,인천교통공사,경인교대입구,인천광역시 계양구 계양대로 162,37.538272,126.722603,4688,4732
3116,인천,인천1호선,인천교통공사,작전,인천광역시 계양구 게양대로 73,37.530271,126.722548,13076,12744
3117,인천,인천1호선,인천교통공사,갈산,인천광역시 부평구 부평대로 286,37.517124,126.721566,7730,7433
3118,인천,인천1호선,인천교통공사,부평구청,인천광역시 부평구 부평대로 189,37.508768,126.720547,9041,6055
3119,인천,인천1호선,인천교통공사,부평시장,인천광역시 부평구 부평대로 69,37.498495,126.722282,11747,11940
3120,인천,인천1호선,인천교통공사,부평,인천광역시 부평구 광장로 15,37.490541,126.723437,6944,6912
3121,인천,인천1호선,인천교통공사,동수,인천광역시 부평구 경인로 877,37.485409,126.718464,4504,4412
3122,인천,인천1호선,인천교통공사,부평삼거리,인천광역시 부평구 경인로 765,37.478267,126.710494,2083,2071
3123,인천,인천1호선,인천교통공사,간석오거리,인천광역시 남동구 경인로 674,37.466921,126.707861,9740,9152
3124,인천,인천1호선,인천교통공사,인천시청,인천광역시 남동구 예술로 264,37.457615,126.702216,4627,4556
3125,인천,인천1호선,인천교통공사,예술회관,인천광역시 남동구 예술로 172,37.449334,126.700991,10494,10902
3126,인천,인천1호선,인천교통공사,인천터미널,인천광역시 미추홀구 예술로 85,37.441917,126.699727,11974,12317
3127,인천,인천1호선,인천교통공사,문학경기장,인천광역시 연수구 예술로 2,37.434964,126.698373,1458,1443
3128,인천,인천1호선,인천교통공사,선학,인천광역시 연수구 경원대로 480,37.426985,126.698872,5155,5208
3129,인천,인천1호선,인천교통공사,신연수,인천광역시 연수구 경원대로 368,37.418032,126.693853,4432,4224
3130,인천,인천1호선,인천교통공사,원인재,인천광역시 연수구 경원대로 285,37.412364,126.687893,2503,2182
3131,인천,인천1호선,인천교통공사,동춘,인천광역시 연수구 경원대로 180,37.404676,126.680835,8576,8902
3132,인천,인천1호선,인천교통공사,동막,인천광역시 연수구 경원대로 80,37.398173,126.673561,4440,3811
3133,인천,인천1호선,인천교통공사,캠퍼스타운,인천광역시 연수구 송도국제대로 66,37.388209,126.661985,4717,4665
3134,인천,인천1호선,인천교통공사,테크노파크,인천광역시 연수구 송도국제대로 150,37.382311,126.656355,10064,10115
3135,인천,인천1호선,인천교통공사,지식정보단지,인천광역시 연수구 인천타워대로 57,37.378021,126.645412,3920,4124
3136,인천,인천1호선,인천교통공사,인천대입구,인천광역시 연수구 인천타워대로 155,37.386239,126.639351,6456,6563
3137,인천,인천1호선,인천교통공사,센트럴파크,인천광역시 연수구 인천타워대로 240,37.392833,126.635002,3268,3285
3138,인천,인천1호선,인천교통공사,국제업무지구,인천광역시 연수구 인천타워대로 334,37.400464,126.630094,2729,2590
3139,인천,인천1호선,인천교통공사,송도달빛축제공원,인천광역시 연수구 송도동 340,37.40687495,126.6260537,4025,3971
3201,인천,인천2호선,인천교통공사,검단오류,인천광역시 서구 검단로 187 (오류동),37.5950162,126.62801,2289,2251
3202,인천,인천2호선,인천교통공사,왕길,인천광역시 서구 검단로 323 (왕길동),37.5950191,126.642284,2036,2010
3203,인천,인천2호선,인천교통공사,검단사거리,인천광역시 서구 검단로 473 (왕길동),37.601693,126.656545,7155,6657
3204,인천,인천2호선,인천교통공사,마전,인천광역시 서구 완정로 68 (마전동),37.597756,126.667195,3314,3563
3205,인천,인천2호선,인천교통공사,완정,인천광역시 서구 원당대로 650 (당하동),37.592867,126.672961,5967,5709
3206,인천,인천2호선,인천교통공사,독정,인천광역시 서구 서곶로 760 (백석동),37.584927,126.675981,4126,4085
3207,인천,인천2호선,인천교통공사,검암,인천광역시 서구 검바위로 4 (검암동),37.568611,126.675682,3900,3439
3208,인천,인천2호선,인천교통공사,검바위,인천광역시 서구 서곶로 492 (검암동),37.561091,126.677529,2359,2524
3209,인천,인천2호선,인천교통공사,아시아드경기장,인천광역시 서구 서곶로 382 (연희동),37.551373,126.677075,3818,3396
3210,인천,인천2호선,인천교통공사,서구청,인천광역시 서구 서곶로 294 (심곡동),37.543839,126.676795,7159,7280
3211,인천,인천2호선,인천교통공사,가정,인천광역시 서구 봉오대로 234 (가정동),37.524805,126.675387,10045,9594
3212,인천,인천2호선,인천교통공사,가정중앙시장,인천광역시 서구 가남로 400 (가정동),37.517511,126.676784,5329,5576
3213,인천,인천2호선,인천교통공사,석남,인천광역시 서구 가석로 257 (석남동),37.507211,126.676304,2290,2478
3214,인천,인천2호선,인천교통공사,서부여성회관,인천광역시 서구 가석로 169 (석남동),37.500298,126.675875,3560,3468
3215,인천,인천2호선,인천교통공사,인천가좌,인천광역시 서구 가석로 67 (가좌동),37.489962,126.675284,3513,3453
3216,인천,인천2호선,인천교통공사,가재울,인천광역시 서구 열우물로 252 (가좌동),37.484152,126.683883,3451,3286
3217,인천,인천2호선,인천교통공사,주안국가산단,인천광역시 서구 방축로 343 (가좌동),37.473599,126.681102,2126,2181
3218,인천,인천2호선,인천교통공사,주안,인천광역시 미추홀구 주안로 지하 91-1 (주안동),37.465234,126.679041,5697,7695
3219,인천,인천2호선,인천교통공사,시민공원,인천광역시 미추홀구 경인로 371 (주안동),37.458339,126.6810091,9411,9012
3220,인천,인천2호선,인천교통공사,석바위시장,인천광역시 미추홀구 구월로 19 (주안동),37.457659,126.692387,4606,4832
3221,인천,인천2호선,인천교통공사,인천시청,인천광역시 남동구 구월로 지하 99 (간석동),37.456904,126.701523,2832,3034
3222,인천,인천2호선,인천교통공사,석천사거리,인천광역시 남동구 구월로 지하 181 (구월동),37.4569323,126.710383,4266,3956
3223,인천,인천2호선,인천교통공사,모래내시장,인천광역시 남동구 구월로 지하 255 (구월동),37.455842,126.719578,7183,7558
3224,인천,인천2호선,인천교통공사,만수,인천광역시 남동구 구월로 지하 367 (만수동),37.454962,126.731764,4361,4049
3225,인천,인천2호선,인천교통공사,남동구청,인천광역시 남동구 인주대로 지하 889 (만수동),37.448179,126.736581,3682,3453
3226,인천,인천2호선,인천교통공사,인천대공원,인천광역시 남동구 수인로 3677 (장수동),37.448475,126.753051,1945,1858
3227,인천,인천2호선,인천교통공사,운연,인천광역시 남동구 매소홀로 1229 (운연동),37.439533,126.759609,1025,940
