역번호,지역,노선명,철도운영기관,역명,주소,위도,경도,1월 승차이용객수,1월 하차이용객수
0097,부산,부산1호선,부산교통공사,낫개,부산광역시 사하구 다대로 지하422,35.065179,128.979702,4628,4773
0098,부산,부산1호선,부산교통공사,신장림,부산광역시 사하구 다대로 지하310,35.074222,128.976538,3204,3096
0099,부산,부산1호선,부산교통공사,장림,부산광역시 사하구 다대로 지하230,35.081555,128.9773083,3492,3207
0100,부산,부산1호선,부산교통공사,동매,부산광역시 사하구 신산로 지하168,35.089819,128.974029,4036,3667
0101,부산,부산1호선,부산교통공사,신평,부산광역시 사하구 하신번영로 140,35.09556,128.96056,6122,6294
0102,부산,부산1호선,부산교통공사,하단,부산광역시 사하구 낙동남로 지하 1415,35.10611,128.96667,18035,16474
0103,부산,부산1호선,부산교통공사,당리,부산광역시 사하구 낙동대로 지하 405,35.10333,128.97417,6231,6572
0104,부산,부산1호선,부산교통공사,사하,부산광역시 사하구 낙동대로 지하 309,35.09972,128.98333,4269,3849
0105,부산,부산1호선,부산교통공사,괴정,부산광역시 사하구 낙동대로 지하 221,35.1,128.9925,8378,8433
0106,부산,부산1호선,부산교통공사,대티,부산광역시 사하구 낙동대로 지하 141,35.10306,128.99972,3639,3635
0107,부산,부산1호선,부산교통공사,서대신,부산광역시 서구 대영로 지하 1,35.11083,129.01194,3311,3473
0108,부산,부산1호선,부산교통공사,동대신,부산광역시 서구 구덕로 지하 290,35.11056,129.01757,6272,5499
0109,부산,부산1호선,부산교통공사,토성,부산광역시 서구 구덕로 지하 170,35.10083,129.01972,7934,7682
0110,부산,부산1호선,부산교통공사,자갈치,부산광역시 중구 구덕로 지하 80,35.0975,129.02694,17519,17661
0111,부산,부산1호선,부산교통공사,남포,부산광역시 중구 구덕로 지하 12,35.09778,129.03472,17050,18037
0112,부산,부산1호선,부산교통공사,중앙,부산광역시 중구 중앙대로 지하 83,35.10389,129.03639,8981,9151
0113,부산,부산1호선,부산교통공사,부산,부산광역시 동구 중앙대로 지하 200,35.11528,129.03972,23088,23745
0114,부산,부산1호선,부산교통공사,초량,부산광역시 동구 중앙대로 지하 264,35.12111,129.04296,6086,6219
0115,부산,부산1호선,부산교통공사,부산진,부산광역시 동구 중앙대로 지하 350,35.12778,129.04778,7196,6835
0116,부산,부산1호선,부산교통공사,좌천,부산광역시 동구 중앙대로 지하 446,35.13417,129.05417,4244,3817
0117,부산,부산1호선,부산교통공사,범일,부산광역시 동구 범일로 지하 108,35.14139,129.05944,14337,14624
0118,부산,부산1호선,부산교통공사,범내골,부산광역시 부산진구 중앙대로 지하 612,35.14722,129.05917,10027,10000
0119,부산,부산1호선,부산교통공사,서면,부산광역시 부산진구 중앙대로 지하 730,35.15778,129.05917,36161,40847
0120,부산,부산1호선,부산교통공사,부전,부산광역시 부산진구 중앙대로 지하 786,35.1625,129.06278,16308,17203
0121,부산,부산1호선,부산교통공사,양정,부산광역시 부산진구 중앙대로 지하930,35.17304,129.07119,11977,12120
0122,부산,부산1호선,부산교통공사,시청,부산광역시 연제구 중앙대로 지하 1017,35.17972,129.07667,14857,14403
0123,부산,부산1호선,부산교통공사,연산,부산광역시 연제구 중앙대로 지하 1101,35.18611,129.08167,17082,17748
0124,부산,부산1호선,부산교통공사,교대,부산광역시 연제구 중앙대로 지하 1217,35.19583,129.08,0,0
0125,부산,부산1호선,부산교통공사,동래,부산광역시 동래구 중앙대로 1324,35.20556,129.078461,15727,17544
0126,부산,부산1호선,부산교통공사,명륜,부산광역시 동래구 중앙대로 1414,35.21222,129.07944,9779,10122
0127,부산,부산1호선,부산교통공사,온천장,부산광역시 동래구 중앙대로 1520,35.22056,129.08667,15581,15813
0128,부산,부산1호선,부산교통공사,부산대,부산광역시 금정구 장전온천천로 48,35.23,129.08944,12707,12822
0129,부산,부산1호선,부산교통공사,장전,부산광역시 금정구 장전온천천로 144,35.23806,129.08806,10016,10043
0130,부산,부산1호선,부산교통공사,구서,부산광역시 금정구 금정로 233번길 46,35.24722,129.09139,8944,8585
0131,부산,부산1호선,부산교통공사,두실,부산광역시 금정구 중앙대로 1927-1,35.25694,129.09139,6619,5783
0132,부산,부산1호선,부산교통공사,남산,부산광역시 금정구 중앙대로 지하2019-1,35.26528,129.0925,4957,4765
0133,부산,부산1호선,부산교통공사,범어사,부산광역시 금정구 중앙대로 지하 2107,35.27333,129.09268,7524,6063
0134,부산,부산1호선,부산교통공사,노포,부산광역시 금정구 중앙대로 2238,35.28361,129.095,10014,9468
0201,부산,부산2호선,부산교통공사,장산,부산광역시 해운대구 해운대로 지하 820,35.17,129.17694,14729,14186
0202,부산,부산2호선,부산교통공사,중동,부산광역시 해운대구 해운대로 지하 730,35.16669,129.16887,7879,7243
0203,부산,부산2호선,부산교통공사,해운대,부산광역시 해운대구 해운대로 지하 626,35.163518,129.158584,14079,14724
0204,부산,부산2호선,부산교통공사,동백,부산광역시 해운대구 해운대로 지하 522,35.16147,129.147887,6608,6778
0205,부산,부산2호선,부산교통공사,벡스코,부산광역시 해운대구 해운대로 지하 396,35.16911,129.138431,10314,9621
0206,부산,부산2호선,부산교통공사,센텀시티,부산광역시 해운대구 센텀남대로 지하 76,35.16892,129.131764,20153,19919
0207,부산,부산2호선,부산교통공사,민락,부산광역시 수영구 수영로 지하 769,35.16722,129.121878,3535,3359
0208,부산,부산2호선,부산교통공사,수영,부산광역시 수영구 수영로 지하 677,35.16578,129.114842,15216,14878
0209,부산,부산2호선,부산교통공사,광안,부산광역시 수영구 수영로 지하 576,35.15792,129.113197,10792,11546
0210,부산,부산2호선,부산교통공사,금련산,부산광역시 수영구 수영로 지하 482,35.14989,129.111008,7845,8643
0211,부산,부산2호선,부산교통공사,남천,부산광역시 수영구 수영로 지하 410,35.14217,129.10797,7858,8084
0212,부산,부산2호선,부산교통공사,경성대·부경대,부산광역시 남구 수영로 지하 324,35.13757,129.10055,0,0
0213,부산,부산2호선,부산교통공사,대연,부산광역시 남구 수영로 지하 242,35.13512,129.09218,9737,9552
0214,부산,부산2호선,부산교통공사,못골,부산광역시 남구 수영로 지하 170,35.13472,129.08442,4794,4934
0215,부산,부산2호선,부산교통공사,지게골,부산광역시 남구 수영로 지하 70,35.13558,129.07436,2503,2501
0216,부산,부산2호선,부산교통공사,문현,부산광역시 남구 전포대로 지하 17,35.13911,129.06736,4987,4675
0217,부산,부산2호선,부산교통공사,국제금융센터·부산은행,부산광역시 남구 전포대로 지하97,35.14583,129.06672,4923,5173
0218,부산,부산2호선,부산교통공사,전포,부산광역시 부산진구 전포대로 지하 181,35.15311,129.06533,9447,11733
0219,부산,부산2호선,부산교통공사,서면,부산광역시 부산진구 부전동 573번지,35.15768,129.058517,25046,25164
0220,부산,부산2호선,부산교통공사,부암,부산광역시 부산진구 가야대로 지하 719,35.15744,129.05019,6247,5732
0221,부산,부산2호선,부산교통공사,가야,부산광역시 부산진구 가야대로 지하 650,35.15589,129.04283,3486,3279
0222,부산,부산2호선,부산교통공사,동의대,부산광역시 부산진구 가야대로 지하 554,35.15411,129.0325,4992,4539
0223,부산,부산2호선,부산교통공사,개금,부산광역시 부산진구 가야대로 지하 442,35.15325,129.02056,8010,7672
0224,부산,부산2호선,부산교통공사,냉정,부산광역시 사상구 가야대로 지하 362-1,35.15125,129.01228,4754,4340
0225,부산,부산2호선,부산교통공사,주례,부산광역시 사상구 가야대로 지하 292,35.1505,129.00306,6784,5958
0226,부산,부산2호선,부산교통공사,감전,부산광역시 사상구 사상로 지하 93-1,35.15553,128.99114,4020,3678
0227,부산,부산2호선,부산교통공사,사상,부산광역시 사상구 사상로 지하 203,35.16218,128.98467,21716,21495
0228,부산,부산2호선,부산교통공사,덕포,부산광역시 사상구 사상로 지하 320-1,35.17378,128.98394,4470,4209
0229,부산,부산2호선,부산교통공사,모덕,부산광역시 사상구 사상로 지하 409,35.18036,128.98561,2006,1839
0230,부산,부산2호선,부산교통공사,모라,부산광역시 사상구 사상로 지하 498,35.18967,128.98864,4613,4102
0231,부산,부산2호선,부산교통공사,구남,부산광역시 북구 백양대로 지하 1026,35.19681,128.99492,4040,4029
0232,부산,부산2호선,부산교통공사,구명,부산광역시 북구 백양대로 지하 1094,35.20253,128.99931,3152,2525
0233,부산,부산2호선,부산교통공사,덕천,부산광역시 북구 금곡대로 지하 14,35.21011,129.00533,5001,6983
0234,부산,부산2호선,부산교통공사,수정,부산광역시 북구 금곡대로 지하160,35.22336,129.00922,5631,5482
0235,부산,부산2호선,부산교통공사,화명,부산광역시 북구 금곡대로 지하 311,35.23585,129.01387,10008,10362
0236,부산,부산2호선,부산교통공사,율리,부산광역시 북구 금곡대로 지하 440,35.24672,129.01292,4199,3943
0237,부산,부산2호선,부산교통공사,동원,부산광역시 북구 금곡대로 575,35.25864,129.01242,1508,1293
0238,부산,부산2호선,부산교통공사,금곡,부산광역시 북구 금곡대로 685,35.26733,129.01686,2281,1832
0239,경남,부산2호선,부산교통공사,호포,경상남도 양산시 동면 양산대로 62,35.281,129.017525,1003,1296
0240,경남,부산2호선,부산교통공사,증산,경상남도 양산시 물금읍 메기로 168,35.30828,129.01028,4181,4428
0241,경남,부산2호선,부산교통공사,부산대양산캠퍼스,경상남도 양산시 물금읍 메기로 270,35.31697,129.01383,1694,1489
0242,경남,부산2호선,부산교통공사,남양산,경상남도 양산시 동면 메기로 380,35.32533,129.01942,3084,3001
0243,경남,부산2호선,부산교통공사,양산,경상남도 양산시 강변로 441,35.33851,129.02643,5303,5262
0301,부산,부산3호선,부산교통공사,수영,부산광역시 수영구 수영로 677,35.16775,129.11458,15216,14878
0302,부산,부산3호선,부산교통공사,망미,부산광역시 수영구 연수로 지하 337,35.17153,129.10822,4473,4330
0303,부산,부산3호선,부산교통공사,배산,부산광역시 연제구 연수로 지하 229,35.1735,129.0955,3992,4290
0304,부산,부산3호선,부산교통공사,물만골,부산광역시 연제구 월드컵대로 지하 23,35.17681,129.08575,3573,3662
0305,부산,부산3호선,부산교통공사,연산,부산광역시 연제구 연산동 1515-1번지,35.18614,129.08147,9545,8789
0306,부산,부산3호선,부산교통공사,거제,부산광역시 연제구 월드컵대로 지하 209,35.18858,129.07394,5643,5586
0307,부산,부산3호선,부산교통공사,종합운동장,부산광역시 연제구 아시아드대로 지하 73,35.19125,129.0675,6808,6766
0308,부산,부산3호선,부산교통공사,사직,부산광역시 동래구 아시아드대로 지하 153,35.199,129.065,6891,6877
0309,부산,부산3호선,부산교통공사,미남,부산광역시 동래구 아시아드대로 지하 232,35.2055,129.06806,9901,9318
0310,부산,부산3호선,부산교통공사,만덕,부산광역시 북구 만덕대로 지하 291,35.213,129.0365,5549,5995
0311,부산,부산3호선,부산교통공사,남산정,부산광역시 북구 만덕대로 지하 179,35.21333,129.02392,4836,3730
0312,부산,부산3호선,부산교통공사,숙등,부산광역시 북구 만덕대로 지하 79,35.21197,129.01275,4101,3943
0313,부산,부산3호선,부산교통공사,덕천,부산광역시 북구 덕천동 327번지,35.210139,129.005545,11626,10796
0314,부산,부산3호선,부산교통공사,구포,부산광역시 북구 낙동대로 1697,35.20644,128.99631,2950,3271
0315,부산,부산3호선,부산교통공사,강서구청,부산광역시 강서구 낙동북로 485,35.21125,128.98175,2602,2527
0316,부산,부산3호선,부산교통공사,체육공원,부산광역시 강서구 낙동북로 371,35.21261,128.96894,952,908
0317,부산,부산3호선,부산교통공사,대저,부산광역시 강서구 낙동북로 295,35.21343,128.96074,7785,6865
0401,부산,부산4호선,부산교통공사,미남,부산광역시 동래구 충렬대로 지하 147,35.20643,129.06868,9901,9318
0402,부산,부산4호선,부산교통공사,동래,부산광역시 동래구 온천2동 1486번지,35.20466,129.07741,2172,2314
0403,부산,부산4호선,부산교통공사,수안,부산광역시 동래구 충렬대로 지하 223,35.20183,129.08378,3909,4057
0404,부산,부산4호선,부산교통공사,낙민,부산광역시 동래구 충렬대로 지하 285,35.20025,129.09078,1496,1505
0405,부산,부산4호선,부산교통공사,충렬사,부산광역시 동래구 반송로 지하 205,35.19986,129.09764,3244,3405
0406,부산,부산4호선,부산교통공사,명장,부산광역시 동래구 반송로 지하 281,35.20503,129.10161,2872,2744
0407,부산,부산4호선,부산교통공사,서동,부산광역시 금정구 반송로 지하 387,35.21331,129.10769,2228,2352
0408,부산,부산4호선,부산교통공사,금사,부산광역시 금정구 반송로 지하 465,35.21583,129.11517,1691,1496
0409,부산,부산4호선,부산교통공사,반여농산물시장,부산광역시 해운대구 반송로 550,35.21778,129.12397,1599,1665
0410,부산,부산4호선,부산교통공사,석대,부산광역시 해운대구 석대천로 121,35.21825,129.13717,123,88
0411,부산,부산4호선,부산교통공사,영산대,부산광역시 해운대구 반송로 803,35.22578,129.14617,2329,2290
0412,부산,부산4호선,부산교통공사,윗반송,부산광역시 해운대구 반송로 917,35.2325,129.15403,2340,2161
0413,부산,부산4호선,부산교통공사,고촌,부산광역시 기장군 철마면 반송로 991,35.23603,129.1605,521,425
0414,부산,부산4호선,부산교통공사,안평,부산광역시 기장군 철마면 반송로 1001,35.23733,129.17183,1761,1692
0001,부산,부산김해경전철,부산-김해경전철㈜,사상,부산광역시 사상구 광장로 83,35.1623018,128.9859408,8499,9152
0002,부산,부산김해경전철,부산-김해경전철㈜,괘법르네시떼,부산광역시 사상구 광장로 9,35.1632616,128.9776836,1330,1325
0003,부산,부산김해경전철,부산-김해경전철㈜,서부산유통지구,부산광역시 강서구 유통단지1로 57번길 7,35.16640204,128.9548881,1312,1366
0004,부산,부산김해경전철,부산-김해경전철㈜,공항,부산광역시 강서구 공항진입로 165,35.171906,128.948586,6266,5424
0005,부산,부산김해경전철,부산-김해경전철㈜,덕두,부산광역시 강서구 경전철로 10,35.182001,128.954198,1154,1077
0006,부산,부산김해경전철,부산-김해경전철㈜,등구,부산광역시 강서구 경전철로 194,35.196143,128.963599,209,200
0007,부산,부산김해경전철,부산-김해경전철㈜,대저,부산광역시 강서구 낙동북로 294,35.213066,128.960562,5957,6216
0008,부산,부산김해경전철,부산-김해경전철㈜,평강,부산광역시 강서구 낙동북로 203,35.214105,128.950825,337,355
0009,부산,부산김해경전철,부산-김해경전철㈜,대사,부산광역시 강서구 낙동북로 82,35.217657,128.938417,452,416
0010,경남,부산김해경전철,부산-김해경전철㈜,불암,경상남도 김해시 김해대로 2787,35.222162,128.927893,503,534
0011,경남,부산김해경전철,부산-김해경전철㈜,지내,경상남도 김해시 김해대로 2718,35.2275,128.923721,1020,1014
0012,경남,부산김해경전철,부산-김해경전철㈜,김해대학,경상남도 김해시 김해대로 2641,35.22899,128.915612,1010,858
0013,경남,부산김해경전철,부산-김해경전철㈜,인제대,경상남도 김해시 김해대로 2515,35.228099,128.901736,1750,1638
0014,경남,부산김해경전철,부산-김해경전철㈜,김해시청,경상남도 김해시 김해대로 2408,35.227103,128.89041,1068,971
0015,경남,부산김해경전철,부산-김해경전철㈜,부원,경상남도 김해시 김해대로 2350,35.22646624,128.8838997,2454,2621
0016,경남,부산김해경전철,부산-김해경전철㈜,봉황,경상남도 김해시 김해대로 2249,35.22726757,128.8743069,1896,2047
0017,경남,부산김해경전철,부산-김해경전철㈜,수로왕릉,경상남도 김해시 김해대로 2181,35.2328215,128.8721409,2304,2258
0018,경남,부산김해경전철,부산-김해경전철㈜,박물관,경상남도 김해시 김해대로 2103,35.24006467,128.8718628,1403,1417
0019,경남,부산김해경전철,부산-김해경전철㈜,연지공원,경상남도 김해시 해반천로 5,35.24965763,128.8692908,1240,1157
0020,경남,부산김해경전철,부산-김해경전철㈜,장신대,경상남도 김해시 해반천로 129,35.25955642,128.8671142,1953,1979
0021,경남,부산김해경전철,부산-김해경전철㈜,가야대,경상남도 김해시 해반천로 211,35.26672721,128.8650703,2200,1928
1270,경기,서해선,한국철도공사,능곡,경기도 고양시 덕양구 토당로 35(토당동 454-3),37.618741,126.820845,3906,3755
1271,경기,서해선,한국철도공사,대곡,경기도 고양시 덕양구 대주로 107번길 71-81(대장동 420-1),37.631629,126.809802,9956,8957
1272,경기,서해선,한국철도공사,곡산,경기도 고양시 일산동구 경의로 160(백석동),37.645729,126.801877,473,493
1273,경기,서해선,한국철도공사,백마,경기도 고양시 일산동구 경의로 318(풍동 482-8),37.658346,126.794401,6550,6405
1274,경기,서해선,한국철도공사,풍산,경기도 고양시 일산동구 경의로 486(풍동),37.672173,126.786355,5807,5538
1275,경기,서해선,한국철도공사,일산,경기도 고양시 일산서구 경의로 672,37.682231,126.769521,9096,8915
1980,서울,서해선,한국철도공사,김포공항,서울특별시 강서구 하늘길 지하 77,37.5621179,126.804056,3140,4521
1981,경기,서해선,한국철도공사,원종,경기도 부천시 원종동 404,37.5240628,126.8048386,4687,4623
1982,경기,서해선,한국철도공사,부천종합운동장,경기도 부천시 길주로 지하 502,37.505852,126.797498,2696,2317
4804,경기,서해선,한국철도공사,소사,경기도 부천시 소사구 경인로 363,37.482755,126.7950654,5853,5478
4805,경기,서해선,한국철도공사,소새울,경기도 부천시 소사로 지하 284,37.4685046,126.797228,2669,2537
4806,경기,서해선,한국철도공사,시흥대야,경기도 부천시 소사로 지하 120,37.4504787,126.793142,2983,2991
4807,경기,서해선,한국철도공사,신천,경기도 시흥시 서해안로 지하 1670,37.4391147,126.786835,6484,6285
4808,경기,서해선,한국철도공사,신현,경기도 시승시 신현로 12번길 지하 2-10,37.4091399,126.78788,1374,1324
4809,경기,서해선,한국철도공사,시흥시청,경기도 시흥시 시흥대로 지하 467,37.3814109,126.805946,2963,2899
4810,경기,서해선,한국철도공사,시흥능곡,경기도 시흥시 시흥대로 지하 327,37.3699903,126.808594,3584,3450
4811,경기,서해선,한국철도공사,달미,경기도 안산시 단원구 순환로 지하 160,37.3490003,126.809318,1484,1351
4812,경기,서해선,한국철도공사,선부,경기도 안산시 단원구 선부광장로 34,37.33459,126.81,3810,4035
4813,경기,서해선,한국철도공사,초지,경기도 안산시 단원구 중앙대로 620,37.320083,126.808051,4267,4307
4814,경기,서해선,한국철도공사,시우,경기도 안산시 단원구 동산로 지하 50,37.3130967,126.795503,933,975
4815,경기,서해선,한국철도공사,원시,경기도 안산시 단원구 선단로 지하 70,37.302654,126.7867897,1902,1876
1018,서울,수인분당선,한국철도공사,왕십리,서울시 성동구 왕십리 광장로 17(행당동),37.5610128,127.038705,0,0
1019,서울,수인분당선,한국철도공사,서울숲,서울시 성동구 왕십리로 지하 77,37.543647,127.044686,10402,10670
1020,서울,수인분당선,한국철도공사,압구정로데오,서울시 강남구 압구정동 495(강남구 압구정로 지하 402),37.527385,127.040555,18455,19809
1021,서울,수인분당선,한국철도공사,강남구청,서울시 강남구 학동로 지하 364,37.516572,127.041575,8865,10230
1022,서울,수인분당선,한국철도공사,선정릉,서울시 강남구 선릉로 지하 580(삼성동),37.510775,127.043717,6782,6894
1023,서울,수인분당선,한국철도공사,선릉,서울시 강남구 테헤란로 지하 340,37.504479,127.048941,11730,17580
1024,서울,수인분당선,한국철도공사,한티,서울시 강남구 선릉로 지하 228,37.496208,127.052883,16148,16477
1025,서울,수인분당선,한국철도공사,도곡,서울시 강남구 남부순환로 지하 2814,37.490914,127.055393,6826,6889
1026,서울,수인분당선,한국철도공사,구룡,서울시 강남구 개포동 175-3,37.486985,127.059496,3111,3087
1027,서울,수인분당선,한국철도공사,개포동,서울시 강남구 개포동 지하 420(개포동),37.489112,127.066027,3945,4073
1028,서울,수인분당선,한국철도공사,대모산입구,서울특별시 강남구 개포로 522,37.491347,127.072702,5316,5119
1029,서울,수인분당선,한국철도공사,수서,서울시 강남구 광평로 지하 270(수서동),37.487633,127.101118,16556,17465
1030,서울,수인분당선,한국철도공사,복정,서울특별시 송파구 송파대로 6,37.469753,127.126627,3,0
1031,경기,수인분당선,한국철도공사,가천대,경기도 성남시 수정구 성남대로 1332,37.448784,127.126677,7159,7256
1032,경기,수인분당선,한국철도공사,태평,경기도 성남시 수정구 성남대로 지하 1229번지,37.439842,127.127746,12477,12021
1033,경기,수인분당선,한국철도공사,모란,경기도 성남시 중원구 성남대로 지하 1147(성남동 1575),37.432124,127.129064,18759,19399
1034,경기,수인분당선,한국철도공사,야탑,경기도 성남시 성남대로 지하 903(야탑동 688-1),37.41132,127.128661,23716,24863
1035,경기,수인분당선,한국철도공사,이매,경기도 성남시 성남대로 지하 738,37.395846,127.128272,4961,4809
1036,경기,수인분당선,한국철도공사,서현,경기도 성남시 분당구 성남대로 지하 601,37.384931,127.123249,22672,23041
1037,경기,수인분당선,한국철도공사,수내,경기도 성남시 분당구 성남대로 지하 491(수내동),37.378435,127.114216,12452,12386
1038,경기,수인분당선,한국철도공사,정자,경기도 성남시 분당구 성남대로 지하 333(정자동),37.366037,127.108091,17334,18128
1039,경기,수인분당선,한국철도공사,미금,경기도 성남시 수정구 성남대로 지하 156,37.350078,127.108952,14213,14623
1040,경기,수인분당선,한국철도공사,오리,경기도 성남시 분당구 성남대로 지하 55(구미동 795),37.339832,127.108985,10192,8945
1041,경기,수인분당선,한국철도공사,죽전,경기도 용인시 수지구 포은대로 530(죽전동 1014),37.324575,127.107385,11625,12998
1042,경기,수인분당선,한국철도공사,보정,경기도 용인시 기흥구 용구대로 2560 _x000D_,37.31274,127.108219,2243,1994
1043,경기,수인분당선,한국철도공사,구성,경기도 용인시 기흥구 용구대로 2403,37.299013,127.105664,6803,6950
1044,경기,수인분당선,한국철도공사,신갈,경기도 용인시 기흥구 기흥로 136,37.286127,127.111311,4320,4249
1045,경기,수인분당선,한국철도공사,기흥,경기도 용인시 중부대로 460,37.275657,127.115944,9206,8499
1046,경기,수인분당선,한국철도공사,상갈,경기도 용인시 기흥구 금화로 지하 40,37.261797,127.108718,4597,4406
1047,경기,수인분당선,한국철도공사,청명,경기도 수원시 영통구 봉영로 지하 1670,37.259485,127.078945,4168,4027
1048,경기,수인분당선,한국철도공사,영통,경기도 수원시 영통구 봉영로 지하 1560,37.251521,127.071341,8318,8234
1049,경기,수인분당선,한국철도공사,망포,경기도 수원시 영통구 봉영로 지하 1520,37.245793,127.057367,13663,13215
1050,경기,수인분당선,한국철도공사,매탄권선,경기도 수원시 영통구 권선로 841,37.252458,127.040824,4805,4717
1051,경기,수인분당선,한국철도공사,수원시청,경기도 수원시 권선구 효원로 270,37.261941,127.030736,13090,14038
1052,경기,수인분당선,한국철도공사,매교,경기도 수원시 팔달구 효원로 126,37.265502,127.015657,4584,4591
1053,경기,수인분당선,한국철도공사,수원,경기도 수원시 팔달구 덕영대로 944,37.266162,127.000082,7508,7213
1054,경기,수인분당선,한국철도공사,고색,경기도 수원시 권선구 매송고색로 지하690(고색동),37.249829,126.9805899,4950,4693
1751,경기,수인분당선,한국철도공사,오목천,경기도 수원시 권선구 삼천병마로 1576(오목천동),37.243011,126.9636354,3387,2990
1752,경기,수인분당선,한국철도공사,어천,경기도 화성시 매송면 화성로 2227-5(어천리),37.250076,126.908805,1330,1283
1753,경기,수인분당선,한국철도공사,야목,경기도 화성시 매송면 본오매송로 286(야목리),37.261211,126.884029,640,531
1754,경기,수인분당선,한국철도공사,사리,경기도 안산시 상록구 충장로 103(사동),37.290809,126.857172,4457,3822
1755,경기,수인분당선,한국철도공사,한대앞,경기도 안산시 상록구 충장로 337,37.309985,126.853506,8091,8086
1756,경기,수인분당선,한국철도공사,중앙,경기도 안산시 단원구 중앙대로 918,37.316055,126.838532,17085,17864
1757,경기,수인분당선,한국철도공사,고잔,경기도 안산시 단원구 중앙대로 784,37.316821,126.823094,7971,7703
1758,경기,수인분당선,한국철도공사,초지,경기도 안산시 단원구 중앙대로 620,37.320583,126.806151,4267,4307
1759,경기,수인분당선,한국철도공사,안산,경기도 안산시 단원구 중앙대로 462,37.327006,126.788748,10974,10215
1760,경기,수인분당선,한국철도공사,능길,경기도 안산시 단원구 황고개로 2,37.337488,126.767306,0,0
1761,경기,수인분당선,한국철도공사,정왕,경기도 시흥시 마유로 418길 15,37.351816,126.742844,7949,8052
1762,경기,수인분당선,한국철도공사,오이도,경기도 시흥시 역전로 430,37.361773,126.738437,6715,6591
1878,경기,수인분당선,한국철도공사,달월,경기도 시흥시 서해안로 736번길 55(월곶동),37.379993,126.745431,83,54
1879,경기,수인분당선,한국철도공사,월곶,경기도 시흥시 월곶중앙로 14번길 56,37.39189,126.742741,2584,2380
1880,인천,수인분당선,한국철도공사,소래포구,인천시 남동구 소래역로 51,37.400963,126.733533,4463,4217
1881,인천,수인분당선,한국철도공사,인천논현,인천시 남동구 청능대로 567,37.400641,126.722495,4908,5172
1882,인천,수인분당선,한국철도공사,호구포,인천시 남동구 호구포로 205,37.401622,126.708682,3450,3580
1883,인천,수인분당선,한국철도공사,남동인더스파크,인천시 남동구 은청로 17,37.407668,126.695613,1917,2117
1884,인천,수인분당선,한국철도공사,원인재,인천시 연수구 벚꽃로 195,37.412921,126.686952,3916,4042
1885,인천,수인분당선,한국철도공사,연수,인천시 연수구 벚꽃로 115,37.417769,126.678991,4286,4289
1886,인천,수인분당선,한국철도공사,송도,인천시 연수구 비류대로 175(옥련동),37.429714,126.654486,2264,2088
1888,인천,수인분당선,한국철도공사,인하대,인천시 남구 용현동 294-3,37.448191,126.649832,5799,5357
1889,인천,수인분당선,한국철도공사,숭의,인천시 남구 인주대로 지하6,37.460891,126.638035,3985,3643
1890,인천,수인분당선,한국철도공사,신포,인천시 중구 우현로 지하 3,37.468442,126.624509,1525,1545
1891,인천,수인분당선,한국철도공사,인천,인천시 중구 제물량로 269,37.476364,126.6174236,918,1365
S401,서울,신림선,남서울경전철 주식회사,샛강,서울특별시 영등포구 의사당대로 지하166 (여의도동),37.517219937,126.929403964,2720,3214
S402,서울,신림선,남서울경전철 주식회사,대방,서울특별시 영등포구 여의대방로 300 (신길동),37.512840166,126.925316781,3252,2496
S403,서울,신림선,남서울경전철 주식회사,서울지방병무청,서울특별시 동작구 여의대방로 지하218 (대방동),37.50604687,126.922783404,3109,3443
S404,서울,신림선,남서울경전철 주식회사,보라매,서울특별시 동작구 상도로 지하2 (대방동),37.500312709,126.920485864,4384,3942
S405,서울,신림선,남서울경전철 주식회사,보라매공원,서울특별시 동작구 여의대방로20길 지하11 (신대방동),37.495225405,126.918258811,2204,2416
S406,서울,신림선,남서울경전철 주식회사,보라매병원,서울특별시 동작구 보라매로5길 지하24 (신대방동),37.4929607,126.923886,7629,7909
S407,서울,신림선,남서울경전철 주식회사,당곡,서울특별시 관악구 보라매로 6 (봉천동),37.490039105,126.927568759,4844,4694
S408,서울,신림선,남서울경전철 주식회사,신림,서울특별시 관악구 남부순환로 지하1614 (신림동),37.484890755,126.92960992,2355,2741
S409,서울,신림선,남서울경전철 주식회사,서원,서울특별시 관악구 신림로 258 (신림동),37.47827336,126.933228219,3529,3189
S410,서울,신림선,남서울경전철 주식회사,서울대벤처타운,서울특별시 관악구 신림로 144 (신림동),37.47204068,126.933976556,9798,9195
S411,서울,신림선,남서울경전철 주식회사,관악산,서울특별시 관악구 신림로 23 (신림동),37.46916896,126.944954837,2659,2498
D004,서울,신분당선,경기도 신분당선,신사,서울특별시 강남구 강남대로 620-2,37.51612526,127.0197609,7806,7544
D005,서울,신분당선,경기도 신분당선,논현,서울특별시 강남구 강남대로 492-2,37.5108115,127.0213658,4876,4880
D006,서울,신분당선,경기도 신분당선,신논현,서울특별시 강남구 강남대로 302-2,37.50405543,127.0247306,10820,11071
D007,서울,신분당선,경기도 신분당선,강남,서울특별시 강남구 강남대로 지하 396,37.49738544,127.0278789,17042,22729
D008,서울,신분당선,경기도 신분당선,양재,서울시 서초구 남부순환로 지하 2585,37.48445352,127.0340995,8679,9198
D009,서울,신분당선,경기도 신분당선,양재시민의숲,서울특별시 서초구 매헌로 지하 116,37.47096388,127.0384203,10962,11713
