지역,노선명,역명,위도,경도,총_승하차객수,브랜드_밀도,프리미엄_비율,가성비_비율,브랜드_다양성,클러스터
서울,경원선,응봉,37.550433,127.034824,3046,1.0,0.0,1.0,1.0,3
서울,경원선,이촌,37.522476,126.973816,6723,7.0,0.43,0.57,3.0,2
서울,경원선,창동,37.653181,127.047663,5,16.0,0.19,0.81,9.0,0
서울,경원선,청량리,37.580543,127.048077,34933,12.0,0.33,0.67,8.0,0
서울,경원선,한남,37.529361,127.008984,6892,3.0,0.33,0.67,3.0,3
서울,경원선,회기,37.589602,127.057936,46135,11.0,0.27,0.73,8.0,0
서울,경의중앙선,가좌,37.568611,126.914841,11092,6.0,0.33,0.67,5.0,3
서울,경의중앙선,공덕,37.542611,126.952134,7118,24.0,0.42,0.58,10.0,0
서울,경의중앙선,광운대,37.623635,127.061975,14198,12.0,0.33,0.67,7.0,0
서울,경의중앙선,디지털미디어시티,37.577964,126.900421,4656,11.0,0.27,0.73,8.0,0
서울,경의중앙선,망우,37.599288,127.092318,14295,15.0,0.4,0.6,10.0,0
서울,경의중앙선,상봉,37.596754,127.085553,10933,10.0,0.1,0.9,6.0,3
서울,경의중앙선,서강대,37.552132,126.935389,3914,18.0,0.61,0.39,9.0,0
서울,경의중앙선,서울역,37.556713,126.971387,6532,29.0,0.48,0.52,12.0,0
서울,경의중앙선,수색,37.580855,126.895681,5909,13.0,0.46,0.54,7.0,0
서울,경의중앙선,신촌,37.559768,126.942308,1934,28.0,0.39,0.61,13.0,0
서울,경의중앙선,양원,36.963729,129.091321,5375,0.0,0.0,0.0,0.0,2
서울,경의중앙선,중랑,37.594948,127.076152,10357,8.0,0.38,0.62,7.0,0
서울,경의중앙선,청량리,37.580043,127.047588,0,13.0,0.31,0.69,8.0,0
서울,경의중앙선,홍대입구,37.55758,126.926833,4808,31.0,0.52,0.48,11.0,0
서울,경의중앙선,회기,37.589802,127.057936,46135,11.0,0.27,0.73,8.0,0
서울,경의중앙선,효창공원앞,37.538789,126.962339,6158,9.0,0.11,0.89,6.0,3
서울,경인선,개봉,37.494698,126.858504,41638,16.0,0.19,0.81,9.0,0
서울,경인선,구일,37.495973,126.869201,13202,6.0,0.0,1.0,5.0,3
서울,경인선,오류동,37.4944,126.844551,20517,12.0,0.33,0.67,8.0,0
서울,경인선,온수,37.492267,126.823399,10423,3.0,0.33,0.67,3.0,3
서울,경춘선,망우,37.599988,127.092031,14295,15.0,0.4,0.6,10.0,0
서울,경춘선,신내,37.612855,127.103277,5033,5.0,0.0,1.0,4.0,3
서울,김포골드라인,김포공항,37.562309,126.801833,3054,2.0,0.5,0.5,2.0,2
서울,분당선,강남구청,37.516572,127.041575,19095,13.0,0.54,0.46,9.0,0
서울,분당선,개포동,37.489112,127.066027,8018,3.0,0.0,1.0,3.0,3
서울,분당선,구룡,37.486985,127.059496,6198,1.0,1.0,0.0,1.0,2
서울,분당선,대모산입구,37.491347,127.072702,10435,3.0,0.0,1.0,3.0,3
서울,분당선,도곡,37.490914,127.055393,13715,5.0,0.6,0.4,4.0,2
서울,분당선,복정,37.469753,127.126627,3,0.0,0.0,0.0,0.0,2
서울,분당선,서울숲,37.543647,127.044686,21072,15.0,0.33,0.67,6.0,0
서울,분당선,선릉,37.504479,127.048941,29310,35.0,0.43,0.57,13.0,1
서울,분당선,선정릉,37.510775,127.043717,13676,11.0,0.55,0.45,6.0,0
서울,분당선,수서,37.487633,127.101118,34021,13.0,0.54,0.46,10.0,0
서울,분당선,압구정로데오,37.527385,127.040555,38264,10.0,0.6,0.4,6.0,0
서울,분당선,왕십리,37.5610128,127.038705,0,20.0,0.4,0.6,13.0,0
서울,분당선,한티,37.496208,127.052883,32625,13.0,0.62,0.38,10.0,0
서울,서해선,김포공항,37.5621179,126.804056,7661,2.0,0.5,0.5,2.0,2
서울,신림선,관악산,37.46916896,126.944954837,5157,8.0,0.5,0.5,7.0,0
서울,신림선,당곡,37.490039105,126.927568759,9538,21.0,0.43,0.57,12.0,0
서울,신림선,대방,37.512840166,126.925316781,5748,6.0,0.33,0.67,5.0,3
서울,신림선,보라매,37.500312709,126.920485864,8326,12.0,0.17,0.83,6.0,3
서울,신림선,보라매공원,37.495225405,126.918258811,4620,6.0,0.17,0.83,5.0,3
서울,신림선,보라매병원,37.4929607,126.923886,15538,14.0,0.5,0.5,12.0,0
서울,신림선,샛강,37.517219937,126.929403964,5934,17.0,0.47,0.53,9.0,0
서울,신림선,서울대벤처타운,37.47204068,126.933976556,18993,15.0,0.2,0.8,9.0,0
서울,신림선,서울지방병무청,37.50604687,126.922783404,6552,5.0,0.4,0.6,5.0,0
서울,신림선,서원,37.47827336,126.933228219,6718,6.0,0.17,0.83,5.0,3
서울,신림선,신림,37.484890755,126.92960992,5096,24.0,0.33,0.67,12.0,0
서울,신분당선,강남,37.49738544,127.0278789,39771,50.0,0.54,0.46,13.0,1
서울,신분당선,논현,37.5108115,127.0213658,9756,22.0,0.41,0.59,10.0,0
서울,신분당선,신논현,37.50405543,127.0247306,21891,34.0,0.5,0.5,10.0,1
서울,신분당선,신사,37.51612526,127.0197609,15350,19.0,0.42,0.58,10.0,0
서울,신분당선,양재,37.48445352,127.0340995,17877,25.0,0.36,0.64,10.0,0
서울,신분당선,양재시민의숲,37.47096388,127.0384203,22675,5.0,0.2,0.8,5.0,3
서울,신분당선,청계산입구,37.44871485,127.0543396,8323,3.0,0.33,0.67,3.0,3
서울,우이신설선,4.19민주묘지,37.64954,127.01371,5521,8.0,0.38,0.62,7.0,0
서울,우이신설선,가오리,37.64162,127.01681,8138,3.0,0.0,1.0,3.0,3
서울,우이신설선,보문,37.58551,127.01939,3491,9.0,0.11,0.89,6.0,3
서울,우이신설선,북한산보국문,37.61233,127.00816,11256,4.0,0.0,1.0,3.0,3
서울,우이신설선,북한산우이,37.66284,127.01272,5002,2.0,0.5,0.5,2.0,2
서울,우이신설선,삼양,37.62706,127.01817,4824,5.0,0.0,1.0,4.0,3
서울,우이신설선,삼양사거리,37.62144,127.02049,5100,9.0,0.22,0.78,6.0,3
서울,우이신설선,성신여대입구,37.59247,127.01656,7819,24.0,0.25,0.75,10.0,0
서울,우이신설선,솔밭공원,37.65607,127.01326,4794,4.0,0.25,0.75,3.0,3
서울,우이신설선,솔샘,37.62037,127.01357,10705,2.0,0.0,1.0,2.0,3
서울,우이신설선,신설동,37.57659,127.023221,4534,14.0,0.21,0.79,8.0,3
서울,우이신설선,정릉,37.60278,127.01345,8559,7.0,0.14,0.86,5.0,3
서울,우이신설선,화계,37.63428,127.0175,6811,6.0,0.33,0.67,4.0,3
서울,인천국제공항선,공덕,37.54284055,126.9513301,7003,26.0,0.42,0.58,10.0,0
서울,인천국제공항선,김포공항,37.56211652,126.8015442,14855,2.0,0.5,0.5,2.0,2
서울,인천국제공항선,디지털미디어시티,37.577355,126.898025,25815,12.0,0.25,0.75,8.0,0
서울,인천국제공항선,마곡나루,37.56581914,126.8276358,26346,20.0,0.45,0.55,11.0,0
서울,인천국제공항선,서울역,37.55301784,126.9697643,24957,20.0,0.35,0.65,10.0,0
서울,인천국제공항선,홍대입구,37.55774103,126.9264939,31080,31.0,0.52,0.48,11.0,1
서울,KTX,서울,37.554838,126.971733,0,25.0,0.52,0.48,11.0,0
서울,KTX,영등포,37.515668,126.907666,0,24.0,0.5,0.5,10.0,0
서울,KTX,용산,37.529772,126.964742,0,30.0,0.47,0.53,12.0,0
서울,KTX,청량리,37.584197,127.051145,0,5.0,0.2,0.8,4.0,3
서울,KTX,상봉,37.596709,127.085742,0,10.0,0.1,0.9,6.0,3
